"","snp","chr","pos","p"
"54429","rs244718725",4,156210102,0.673052590746828
"54430","rs51684694",14,96503530,0.673103441590829
"54431","rs46015470",12,51988521,0.673115320042803
"54432","rs45690080",6,128341311,0.673118701240625
"54433","rs221338892",1,73656636,0.673130714737893
"54434","cfw-11-13418057",11,13418057,0.673141800874812
"54435","cfw-9-108534530",9,108534530,0.673158444468772
"54436","cfw-6-69693785",6,69693785,0.673170432503034
"54437","cfw-9-113113473",9,113113473,0.673177339301898
"54438","rs224633984",18,16979528,0.67317759601931
"54439","rs29410245",11,83780282,0.673185647901454
"54440","cfw-11-101851422",11,101851422,0.673206056592303
"54441","rs256019408",11,35276034,0.673224802965475
"54442","rs30946746",1,42078841,0.673231004294032
"54443","rs228708034",11,32491574,0.673245694585143
"54444","rs47722120",12,40672844,0.673247036194599
"54445","rs32026987",15,41820553,0.673251311308996
"54446","rs28156504",4,102231533,0.673304443497099
"54447","cfw-12-69190959",12,69190959,0.673306076149759
"54448","rs227556191",11,44289447,0.673309317112453
"54449","rs215531928",12,3948720,0.67334891536875
"54450","rs37939108",1,9217215,0.673351808950071
"54451","rs28129585",4,107562156,0.673368211265343
"54452","rs33732379",2,94258766,0.673439704553924
"54453","rs230831719",17,46050388,0.673449615682734
"54454","rs32609309",4,149474306,0.673464500381367
"54455","rs26831149",11,19852301,0.673475862965566
"54456","rs223665220",19,44437096,0.673477882473248
"54457","rs32004310",8,125532800,0.673486709904942
"54458","rs236211687",5,147911036,0.673504421463242
"54459","rs8237374",15,82392558,0.673515340062354
"54460","rs33217880",2,76164746,0.673516725369167
"54461","rs241748610",15,81688486,0.673517190947131
"54462","cfw-10-17632664",10,17632664,0.673531984353432
"54463","rs26952105",11,50181537,0.673567139574646
"54464","cfw-9-119633776",9,119633776,0.673592119041031
"54465","cfw-15-39734849",15,39734849,0.673598279477027
"54466","rs30535259",12,116692978,0.673598510051572
"54467","rs31672575",8,121858382,0.673600223317458
"54468","rs32667885",15,6341502,0.67364033931015
"54469","rs256963512",2,20665553,0.673642662898424
"54470","rs254060320",11,33851324,0.673656967308165
"54471","rs30650854",14,74767026,0.673657777943991
"54472","rs32079873",7,80662913,0.673659625056759
"54473","rs230293871",11,60503779,0.67366333641337
"54474","rs230223912",9,117927227,0.673679759121626
"54475","rs50896303",14,83857869,0.673683731078518
"54476","cfw-4-48369446",4,48369446,0.673687520777635
"54477","cfw-5-117738278",5,117738278,0.673701481364801
"54478","rs31263875",1,156845928,0.673706319685317
"54479","rs36619598",18,83095973,0.673722379895723
"54480","rs13461733",2,127236059,0.673723048509997
"54481","cfw-1-184250537",1,184250537,0.673723902235674
"54482","rs30390677",9,98659734,0.673724379664858
"54483","rs6393714",2,125715207,0.673729864253094
"54484","rs38011608",6,40769185,0.673813110461122
"54485","rs33257161",8,123242261,0.673815812033251
"54486","rs265475715",2,152074719,0.673817584816649
"54487","cfw-11-116605292",11,116605292,0.673840222420072
"54488","rs29164674",12,80140981,0.673871887195367
"54489","rs46528782",17,34911202,0.673908879871822
"54490","rs107714897",14,91098910,0.673914848157636
"54491","rs27127325",2,19716652,0.673930575655614
"54492","rs51818309",6,109145907,0.673940712755301
"54493","rs36408649",6,126549391,0.673956766116714
"54494","rs212855225",2,159489565,0.673965870493697
"54495","rs30593283",14,100146180,0.673982741928149
"54496","rs33583930",17,73705810,0.673984470150259
"54497","rs213312755",8,124314597,0.673992580954409
"54498","rs233557180",8,53933728,0.674008030654506
"54499","rs220323367",7,114733838,0.674020718969443
"54500","rs223576880",6,71203592,0.674027029844517
"54501","rs218650713",11,119382234,0.674039081468993
"54502","rs27556194",4,141325428,0.674044535703792
"54503","cfw-7-18533672",7,18533672,0.674053008387568
"54504","rs218419292",11,34827987,0.674085898985492
"54505","rs229802118",12,30208187,0.674108701898809
"54506","cfw-18-25876980",18,25876980,0.674119244794133
"54507","rs33373548",6,9972019,0.674120241850509
"54508","rs30269153",6,127340813,0.674126444272918
"54509","rs238456306",18,84909741,0.674135738233065
"54510","rs33174262",9,98663764,0.674140509721397
"54511","rs13459099",7,45102598,0.674154386260705
"54512","rs51136716",4,139270844,0.674159478306619
"54513","rs30167695",6,7045119,0.674166295488306
"54514","rs37870372",7,24102096,0.674170806560603
"54515","rs228264534",13,51406604,0.674173551968695
"54516","rs220322071",11,52089687,0.674187322785274
"54517","rs30616837",6,120765405,0.674191870411546
"54518","rs6294693",8,128040096,0.674193759796755
"54519","rs4140179",13,67783901,0.674204502827007
"54520","rs213494939",7,125624903,0.674220544355024
"54521","rs27613339",4,139622831,0.674225574031715
"54522","rs237421981",7,99266298,0.674242129594819
"54523","cfw-17-58312177",17,58312177,0.674281290290515
"54524","cfw-2-102704952",2,102704952,0.674295647939391
"54525","rs29501160",5,146904208,0.674310875331221
"54526","rs251081524",12,108049030,0.674328743501279
"54527","rs33244595",17,55693637,0.674339798454536
"54528","rs236444971",2,156530570,0.674342655314227
"54529","cfw-7-30501775",7,30501775,0.674351243785928
"54530","rs47194144",4,27360474,0.674367338739106
"54531","rs33222565",4,156063986,0.674382917391218
"54532","rs29499910",17,27036258,0.674386946403412
"54533","rs50519263",9,58005775,0.674395640552786
"54534","rs29514994",13,9754003,0.674405632643205
"54535","rs243366824",4,136685477,0.674408420657528
"54536","rs29575525",2,106140536,0.674408464470422
"54537","rs37052652",14,74942841,0.674430749543647
"54538","cfw-16-93849113",16,93849113,0.674441667617584
"54539","rs37002023",18,78641537,0.674466301843734
"54540","rs229642938",5,76182769,0.674468688463717
"54541","rs32821883",4,132152634,0.674473739258231
"54542","rs27433970",2,127342486,0.674482707283835
"54543","rs48324512",4,136838472,0.674499760831064
"54544","rs223454342",9,117913018,0.674500561996003
"54545","rs30914810",3,67502552,0.674556062177149
"54546","cfw-10-3879346",10,3879346,0.674597755945363
"54547","rs27143207",2,40982916,0.674613629562818
"54548","cfw-11-119387881",11,119387881,0.674617203105316
"54549","rs32784974",1,23761953,0.674619791144629
"54550","rs51326657",13,116186773,0.674624257146322
"54551","cfw-6-105092414",6,105092414,0.674626130409329
"54552","rs30971414",14,91656013,0.67463539992581
"54553","rs33054937",17,69027431,0.67464493316785
"54554","rs241535006",17,30829998,0.674655549674528
"54555","rs27699851",2,178835487,0.674665032940897
"54556","rs47073150",4,27360492,0.674691259875193
"54557","rs46902882",1,23704502,0.674696182445676
"54558","rs218437707",19,55828455,0.674706431588758
"54559","rs30654022",3,98181198,0.674713750754835
"54560","rs244037746",9,117913005,0.674726960392703
"54561","rs254778729",15,78640515,0.674737449933237
"54562","rs46156575",17,30970020,0.674752227138194
"54563","rs46993091",11,42716765,0.674764938127825
"54564","rs32370084",7,14306974,0.674769969932451
"54565","rs33003244",7,125611844,0.674798023255618
"54566","rs237669763",10,70354586,0.674836151940296
"54567","cfw-12-55797907",12,55797907,0.67483870050735
"54568","rs27561580",4,137608243,0.674841827716661
"54569","rs33141632",17,34118325,0.674846780838198
"54570","rs48060167",5,148067486,0.674854234162477
"54571","rs48004016",17,24474964,0.674863653447932
"54572","rs49741031",12,4865793,0.674882313078642
"54573","rs47131982",1,79217565,0.67491126656825
"54574","rs242848430",6,70949964,0.674925420718662
"54575","rs245489327",17,17775425,0.674939037325417
"54576","rs32556023",8,122698087,0.674952003964212
"54577","rs31988226",8,125435327,0.674957807269058
"54578","rs33679008",17,4814123,0.674968891168928
"54579","cfw-18-76103431",18,76103431,0.674978265862312
"54580","rs248578493",15,51988795,0.674985014060969
"54581","rs239923915",13,97034357,0.674988712856991
"54582","cfw-18-75530639",18,75530639,0.675003186566871
"54583","rs240491676",9,97474962,0.675009046555514
"54584","cfw-16-94226512",16,94226512,0.675009937803988
"54585","rs237358723",9,91805106,0.675038165514497
"54586","rs249440238",4,106201338,0.675055891053793
"54587","rs257390167",2,147993349,0.675063217333792
"54588","rs266240631",4,117885404,0.675077829267827
"54589","rs45762749",1,22292838,0.675084746603293
"54590","cfw-2-27750176",2,27750176,0.67515187794512
"54591","rs48030400",2,147837334,0.675151992839662
"54592","rs256037857",1,125585241,0.675167926863113
"54593","cfw-19-5873220",19,5873220,0.675190216184953
"54594","rs30042152",10,75753731,0.675283042362811
"54595","rs30213650",14,35361640,0.675286197005825
"54596","rs46395160",15,98342681,0.675304598431972
"54597","rs48950586",12,116206717,0.675317338701529
"54598","rs48780837",14,14294095,0.675326300322751
"54599","rs29517247",17,47917208,0.675329646897652
"54600","rs30416668",6,113810985,0.675330099282079
"54601","rs107799816",14,11895244,0.675330754426577
"54602","cfw-8-23219235",8,23219235,0.675338446307436
"54603","rs31540359",8,61600075,0.675341075006191
"54604","rs244139154",14,75783030,0.675343253153601
"54605","rs256157003",11,114470633,0.675347733290027
"54606","rs32769435",4,98732958,0.675378470074315
"54607","rs27888314",2,57203425,0.675403804637682
"54608","rs49042366",3,16124700,0.675404436634209
"54609","rs52264859",2,158625324,0.675416646580034
"54610","rs30420835",6,45584752,0.67541755860201
"54611","cfw-15-100489279",15,100489279,0.675451737059157
"54612","rs51030583",12,106585872,0.67545297212573
"54613","rs49084348",1,156483100,0.67545360055432
"54614","cfw-3-80078526",3,80078526,0.675458936998149
"54615","rs33452065",12,112728063,0.675482060308621
"54616","rs51235963",12,114357667,0.675487439163296
"54617","cfw-12-70857486",12,70857486,0.675488009359607
"54618","rs46528236",5,104805085,0.675527466789713
"54619","rs28305627",4,83279980,0.675542586968128
"54620","rs214060585",1,28839351,0.675548045918807
"54621","rs242562857",9,43754561,0.675554686195389
"54622","rs37016403",10,8537233,0.675596912485351
"54623","rs29635976",13,59599462,0.675599205784749
"54624","rs247663450",17,4194347,0.675606064170103
"54625","rs253688775",2,158661468,0.675620498235263
"54626","rs3683275",14,11797372,0.675636844592057
"54627","rs29243580",13,58991177,0.675660257900469
"54628","rs45644152",9,33764310,0.675664671933893
"54629","rs49685675",14,14670680,0.675683617989209
"54630","cfw-15-22354745",15,22354745,0.675684633356572
"54631","rs31374199",3,69935530,0.675695267418499
"54632","rs244075772",6,41298413,0.675703485320974
"54633","rs49803184",8,88653173,0.675720923724496
"54634","rs108439289",17,30219937,0.675736322798754
"54635","rs48772702",10,121386188,0.675766748430245
"54636","rs49647214",13,119680075,0.675776755828882
"54637","rs30740175",1,156482855,0.67579019232997
"54638","cfw-1-164686417",1,164686417,0.675807078267892
"54639","cfw-10-59869480",10,59869480,0.675812233373608
"54640","cfw-7-33592432",7,33592432,0.675818011166563
"54641","rs31442408",14,75802760,0.675844198020126
"54642","rs213016956",2,28790668,0.675849375077273
"54643","rs13468007",4,139314499,0.675858308690503
"54644","rs32612992",4,109410455,0.675868632576785
"54645","rs30854557",1,9641214,0.675870802657852
"54646","rs51814538",8,88766906,0.675879204753846
"54647","rs266048116",14,34053176,0.675880499844271
"54648","cfw-17-32064882",17,32064882,0.675883507528256
"54649","cfw-1-76695979",1,76695979,0.675891727747564
"54650","rs27029372",11,119953015,0.675915684611782
"54651","rs108755229",17,17656331,0.675917462357466
"54652","rs33478055",3,17882586,0.675927128113235
"54653","rs107870935",17,30361892,0.675937493166398
"54654","rs28147601",4,95149155,0.675940709186762
"54655","rs26952106",11,50181467,0.675947267757234
"54656","rs216728283",11,20152052,0.675952229547421
"54657","rs46588215",4,140590088,0.675961362134046
"54658","cfw-4-141472083",4,141472083,0.675976966649594
"54659","rs213977597",3,56555230,0.675986809908935
"54660","cfw-3-39902994",3,39902994,0.675993288832804
"54661","rs258785422",1,77104885,0.676014834997189
"54662","rs4139644",15,95776002,0.676025474232004
"54663","rs250414759",6,141800235,0.676052358136231
"54664","rs38779765",9,93606897,0.676080704863613
"54665","rs265055325",11,112374531,0.676117045402319
"54666","rs49293409",19,57421467,0.676121994822698
"54667","rs237909788",8,79490945,0.676141797544066
"54668","rs229866432",11,35160932,0.676159643029035
"54669","rs37009852",13,95840411,0.676164918566486
"54670","rs32143838",14,77614463,0.676165886276924
"54671","cfw-10-81594277",10,81594277,0.67616657205154
"54672","rs46236747",9,106528931,0.676178757059079
"54673","rs221935056",7,136818172,0.676214349175935
"54674","cfw-8-75035211",8,75035211,0.676238497632254
"54675","rs244571851",3,46723055,0.676241344490486
"54676","rs248135362",6,39849159,0.676242570073888
"54677","rs31494163",14,94799438,0.676254919881763
"54678","rs46375209",15,88601039,0.676266816313209
"54679","rs257434745",15,12775840,0.676267747028099
"54680","rs27437890",2,126569573,0.676276924922065
"54681","rs47004548",1,88287873,0.676329106539099
"54682","rs51892364",19,56222222,0.676345279963642
"54683","rs247633943",3,7016660,0.676373696997544
"54684","rs264703255",11,64872589,0.676401329204239
"54685","rs257661210",4,117745072,0.67641301493664
"54686","cfw-15-7414780",15,7414780,0.676413958740374
"54687","cfw-3-5119640",3,5119640,0.676428382950202
"54688","rs31689424",8,121893535,0.676436454699821
"54689","rs27194486",2,33284278,0.676448679839146
"54690","rs29416466",11,119760495,0.676463123373483
"54691","rs51193491",12,25581302,0.676472634537427
"54692","rs49465194",2,172971289,0.67650323470629
"54693","rs247505315",2,83611633,0.676503557676105
"54694","rs47135534",15,12107124,0.676532017100593
"54695","rs29832729",9,98884185,0.676549682803526
"54696","rs51504778",10,123170277,0.676559882183384
"54697","rs32127027",5,112697381,0.676564580175786
"54698","rs215472186",9,103591499,0.676585920720109
"54699","rs51922951",8,122123465,0.676597527201698
"54700","rs37338708",7,78975701,0.676598267680247
"54701","cfw-19-10521642",19,10521642,0.676613749313992
"54702","rs46464856",2,84555722,0.676632928736833
"54703","rs36557831",12,108653528,0.676634768410591
"54704","rs27277662",2,144794403,0.676635014029296
"54705","rs29456818",11,71416286,0.676652933338709
"54706","rs30457567",3,96900670,0.676674907443898
"54707","rs49468465",4,137692768,0.676686680497928
"54708","rs45971289",10,9528683,0.676691555815377
"54709","rs240002293",14,113932843,0.676745326133342
"54710","rs29437204",11,82183185,0.676768742736749
"54711","rs48215821",7,92675866,0.676788341770913
"54712","rs259177577",14,12549440,0.676797402852552
"54713","cfw-2-31003926",2,31003926,0.676824648464172
"54714","cfw-8-70387872",8,70387872,0.676829097199185
"54715","rs33587281",5,126161583,0.676846752769686
"54716","rs32963836",1,80105881,0.67686260207982
"54717","rs240598707",5,148067766,0.676878994972795
"54718","rs31922655",1,11057954,0.676884901574489
"54719","cfw-17-56855839",17,56855839,0.67690660756401
"54720","rs29333424",10,9749087,0.676935824064547
"54721","rs33275422",5,101224392,0.676937789441629
"54722","rs238957138",7,52972826,0.67695788954884
"54723","rs47745542",12,109494330,0.676961877208392
"54724","rs31110062",1,148978867,0.677025307644101
"54725","rs30283509",1,83861725,0.677061378062407
"54726","rs47809538",7,31407966,0.677079688555703
"54727","rs33224407",2,102863004,0.677091142546539
"54728","rs231602021",18,83505044,0.677114860291941
"54729","rs33860525",1,181100935,0.677138060878352
"54730","rs254722674",1,133405801,0.677143346928692
"54731","rs47968523",6,145757141,0.677157485389519
"54732","cfw-4-44026271",4,44026271,0.677161677837709
"54733","rs31665931",15,81991925,0.677162622529663
"54734","rs260779609",4,99690091,0.677174107929769
"54735","rs47945308",10,69968621,0.677180456744487
"54736","rs46131372",12,32890006,0.677180580119135
"54737","rs29352658",10,7152966,0.677183045388918
"54738","rs32164385",1,117604043,0.677194004996726
"54739","rs234676144",4,102781971,0.6772285044864
"54740","cfw-5-144395043",5,144395043,0.677248606610233
"54741","rs38467588",9,15964529,0.677259154573377
"54742","rs258197228",5,113915696,0.677269687419439
"54743","rs48221505",18,16004298,0.677276118437311
"54744","rs29189500",12,107630218,0.677279645707192
"54745","rs260341455",12,13446890,0.677289571460023
"54746","rs36489705",13,113319007,0.677293993268249
"54747","rs259703099",17,41926899,0.677323083985425
"54748","rs32236940",4,35140317,0.677324060914812
"54749","cfw-9-31726793",9,31726793,0.677330323103089
"54750","rs260076929",12,109006366,0.677337493873971
"54751","rs30014336",18,67788844,0.677337961381864
"54752","rs32507799",1,134300059,0.67734291031881
"54753","rs29621777",18,12183818,0.677346717168491
"54754","cfw-6-137062100",6,137062100,0.677357807228021
"54755","rs32412463",1,81614667,0.677359433307744
"54756","rs28109428",4,97982933,0.677409084390744
"54757","rs45670519",4,137833463,0.677412463161698
"54758","cfw-13-110086148",13,110086148,0.677416260331022
"54759","rs32093463",1,150285137,0.677420746855566
"54760","cfw-4-140605237",4,140605237,0.67743159213907
"54761","rs46218069",6,101582096,0.677433435433523
"54762","rs27576203",4,138186161,0.67743644794961
"54763","rs47380968",9,120357484,0.677454946421363
"54764","rs3707944",6,93998927,0.677480789999632
"54765","rs222184444",6,75651337,0.677489138138264
"54766","rs49307403",13,63761898,0.677490833333768
"54767","rs13467923",4,124844579,0.677491045874313
"54768","rs223590301",12,94118405,0.677498673924426
"54769","rs27405518",2,102105112,0.677521081245374
"54770","rs47499525",6,143831404,0.677530283104747
"54771","rs246101497",3,68564404,0.677533448481219
"54772","rs242636344",6,66086936,0.677537890692599
"54773","rs48106907",12,76075146,0.67756621286241
"54774","cfw-18-83181613",18,83181613,0.67757294573201
"54775","rs33858074",14,119914206,0.677594852484914
"54776","rs233400021",2,152045181,0.677596753173809
"54777","rs246933899",13,11987760,0.677598317732257
"54778","rs33281573",17,72928554,0.6776110149936
"54779","rs29537034",17,73055358,0.677645687052274
"54780","rs32281718",4,149898729,0.677656742226409
"54781","rs107667868",5,14892333,0.677738741993474
"54782","cfw-17-73238538",17,73238538,0.677740434397227
"54783","cfw-19-25996109",19,25996109,0.6777406925884
"54784","rs48131299",5,129787124,0.677775455879664
"54785","rs238955332",15,65786952,0.677810019518895
"54786","rs224761933",1,76937546,0.677810317701217
"54787","rs33318623",5,73443902,0.677810648891627
"54788","rs256245158",8,8314132,0.677841028959895
"54789","cfw-19-10264360",19,10264360,0.677844551056532
"54790","rs248917330",2,34696176,0.677849239971877
"54791","rs264783897",10,76437155,0.677860403979378
"54792","rs51908238",9,90222414,0.677866748640394
"54793","rs241990074",4,108458826,0.677875850581148
"54794","rs27337599",2,159424362,0.677891401660798
"54795","rs46530994",2,71729678,0.677905923930049
"54796","rs29153227",12,76790228,0.677911210577302
"54797","rs48662548",2,155917786,0.677923825669627
"54798","rs107650940",17,46310310,0.677928180937242
"54799","rs239548213",2,157145837,0.677936415285351
"54800","cfw-2-146839068",2,146839068,0.67793718946509
"54801","cfw-13-20124278",13,20124278,0.677950335638956
"54802","cfw-8-117055553",8,117055553,0.677996459204922
"54803","rs228953302",11,64408679,0.677996827265532
"54804","rs27972405",2,67886599,0.677999349377032
"54805","rs218961423",6,112818686,0.678013699210762
"54806","rs30947814",6,134543314,0.678034983792043
"54807","rs48274094",14,121059211,0.678129552444682
"54808","rs37495054",6,131322621,0.678130443451597
"54809","rs47969685",12,108252191,0.678130854731939
"54810","rs31924505",7,144675599,0.678155966326298
"54811","rs255521876",2,66232041,0.678158221363177
"54812","rs27375573",2,102208762,0.678166618160704
"54813","rs30556174",3,14863404,0.67816695481635
"54814","rs220419818",14,12549444,0.678173631255032
"54815","rs29511373",5,48832506,0.678174523301136
"54816","cfw-8-77054828",8,77054828,0.678176895421374
"54817","rs31270034",7,80626122,0.678187525625394
"54818","rs230583211",14,39754180,0.678188856349788
"54819","cfw-12-12652837",12,12652837,0.678214206167876
"54820","cfw-2-102785955",2,102785955,0.678215750422021
"54821","rs33477156",5,134267027,0.678218568643516
"54822","rs3666940",8,71464124,0.678219739038947
"54823","cfw-9-119035983",9,119035983,0.678252725418866
"54824","rs262499733",2,59523315,0.678254229999447
"54825","rs49420148",6,122419895,0.678285658482309
"54826","rs27434104",2,127297906,0.678290346321039
"54827","cfw-2-165188506",2,165188506,0.678294196192806
"54828","rs32824903",7,48065552,0.678298060686821
"54829","rs238848037",6,146847271,0.678301871880451
"54830","rs32109001",5,112315405,0.678323087179844
"54831","rs29415000",11,29365866,0.678380556630772
"54832","rs38789592",5,149021181,0.678385045080287
"54833","rs29160423",12,12935461,0.678385647776064
"54834","rs259485020",15,97825633,0.678386900141254
"54835","rs48945952",1,135799717,0.678393881642644
"54836","rs27335854",2,158094074,0.678416405442045
"54837","cfw-11-117139097",11,117139097,0.678425735587014
"54838","rs213071512",19,33087726,0.678430877693681
"54839","rs51198956",3,142245116,0.678440503463996
"54840","rs214369921",5,128643848,0.678454274159124
"54841","rs30771787",13,115731926,0.678465413029421
"54842","rs31230530",1,116949031,0.67847073132368
"54843","rs30637542",1,116949073,0.678510270927619
"54844","rs49880191",10,69968627,0.678527594946132
"54845","rs47554881",7,24407688,0.678538937592774
"54846","rs246234493",11,84942464,0.678539948286868
"54847","rs30714405",14,30566194,0.678549662307538
"54848","rs229302941",11,121219039,0.67855215972565
"54849","rs246908849",12,109027114,0.678573538941639
"54850","rs242590283",1,116811674,0.678584671347797
"54851","cfw-14-121793431",14,121793431,0.678595673736565
"54852","rs33159352",1,39525963,0.678599831514507
"54853","rs226833366",4,86157021,0.678601991721404
"54854","rs31533373",1,181404685,0.678602345939924
"54855","rs31380394",3,96285981,0.678632082372508
"54856","rs30705404",6,71933531,0.678632959370138
"54857","rs265007221",2,173104819,0.678681496597522
"54858","cfw-7-33551394",7,33551394,0.678705673655616
"54859","cfw-10-27799007",10,27799007,0.678708581912957
"54860","rs232626642",12,110083351,0.678719667541359
"54861","rs50248657",9,117927743,0.678725530322967
"54862","rs225036301",16,28722239,0.67872752457463
"54863","cfw-2-34153239",2,34153239,0.678731669651965
"54864","rs215215652",14,85323581,0.67873299685365
"54865","rs239162062",10,84250539,0.678733867116333
"54866","rs51798893",5,127468398,0.678757631088483
"54867","rs36635023",9,106060577,0.678762081394159
"54868","rs219750236",7,79024037,0.678769030849951
"54869","rs31970283",8,75381000,0.678779182860127
"54870","cfw-10-129948104",10,129948104,0.678779300477941
"54871","rs32776473",1,181450564,0.678784218936599
"54872","rs31696596",15,11015208,0.678785983308619
"54873","rs246734822",2,156567043,0.678791837510969
"54874","rs253644024",15,62112333,0.678792104148747
"54875","rs250747904",13,19137635,0.678802743328642
"54876","rs33173378",7,127906485,0.678809380337062
"54877","rs234220710",14,108394190,0.678815033037645
"54878","rs264813314",1,124880263,0.67886898331967
"54879","rs253737393",1,92372374,0.678871285100876
"54880","rs36767880",15,41211913,0.678873963134472
"54881","rs31230443",14,71664404,0.678882283121018
"54882","rs31172779",3,78058835,0.678888325648334
"54883","rs29353754",10,3231902,0.678913269984277
"54884","rs250025779",7,24751644,0.678948369748566
"54885","rs32425851",14,101925992,0.678979356358776
"54886","rs217221969",2,145783231,0.678989589941036
"54887","cfw-15-83390788",15,83390788,0.678999677860441
"54888","rs27421695",2,125574322,0.679001524837311
"54889","cfw-17-25454627",17,25454627,0.67901612663819
"54890","rs31463816",1,170198750,0.679017131944615
"54891","rs257203966",14,11824240,0.679018906440034
"54892","rs219671749",10,7691483,0.679026764054902
"54893","rs33169911",7,127835851,0.679034549234946
"54894","rs224081694",19,24556299,0.679036741922723
"54895","rs32441875",4,124656976,0.679044101735104
"54896","rs27037211",11,102934384,0.679044374147574
"54897","rs45759227",14,33936921,0.67907915149993
"54898","rs49368394",13,86599324,0.679084653753433
"54899","rs108110295",3,93856540,0.679090470317837
"54900","rs227206851",12,102560064,0.679093181994793
"54901","cfw-2-26423567",2,26423567,0.679093634400899
"54902","rs27519529",4,128473235,0.679093766726208
"54903","rs30377937",6,115560743,0.67911475716934
"54904","rs46886649",4,64507226,0.679118288654681
"54905","cfw-8-14591590",8,14591590,0.679119130931833
"54906","cfw-1-190746180",1,190746180,0.679145253497662
"54907","rs32255161",15,103308452,0.679164329861609
"54908","rs108233405",6,141841732,0.679187472436262
"54909","rs241220460",8,77175921,0.6791995045493
"54910","rs39392168",6,144352353,0.679209208680639
"54911","cfw-2-32085450",2,32085450,0.679212364525137
"54912","rs3158427",3,37520935,0.679216924765772
"54913","rs258247514",18,78132852,0.679235895626295
"54914","rs8248326",15,82391676,0.679238731074475
"54915","cfw-2-165866297",2,165866297,0.67923962421443
"54916","rs33841614",1,191401170,0.679240851524829
"54917","rs236603749",6,128181367,0.679253602767635
"54918","rs46410390",18,69571174,0.679258183372214
"54919","cfw-12-8297103",12,8297103,0.6792685847439
"54920","rs52298362",6,119564538,0.67928037355429
"54921","rs235613417",2,68326610,0.679281520755145
"54922","rs28215457",11,46541766,0.679281753153532
"54923","rs47478382",17,89421307,0.679282700005707
"54924","rs36560042",8,115983289,0.679288977207937
"54925","rs36766477",8,78981713,0.679318758186061
"54926","rs257009586",5,147807458,0.679320999602381
"54927","rs251626771",6,114298848,0.679323194568475
"54928","rs213452131",7,144612857,0.679324830247363
"54929","cfw-7-112684708",7,112684708,0.679325812535841
"54930","cfw-4-137482094",4,137482094,0.679336925218925
"54931","rs49884978",6,106566210,0.679377282663159
"54932","rs233060183",7,79024038,0.679378257868816
"54933","rs29528928",13,17682682,0.679389539105713
"54934","cfw-13-98253566",13,98253566,0.679392601226385
"54935","rs51694003",14,73974195,0.679413133035589
"54936","rs46194128",6,71287054,0.679420157811093
"54937","rs36504863",15,36922233,0.679430801155831
"54938","cfw-4-152014300",4,152014300,0.679446928063902
"54939","rs30821792",19,58136151,0.679462721680248
"54940","rs240732511",5,51353156,0.679470471279038
"54941","rs31050676",7,29512309,0.679473585830287
"54942","rs28333118",4,85393088,0.679502875909915
"54943","rs27299542",2,164636016,0.679511733234388
"54944","rs255937639",6,102567457,0.679515406004898
"54945","rs248226525",1,170976072,0.679533691463297
"54946","rs33668632",5,124841938,0.679536257489477
"54947","rs30121476",6,145714673,0.679548300657117
"54948","rs36758726",6,112064199,0.679562693280573
"54949","cfw-4-138821505",4,138821505,0.679582550189819
"54950","rs33154898",5,129600983,0.679599990468166
"54951","cfw-8-85733539",8,85733539,0.67962365140819
"54952","rs31217217",3,79282355,0.67965913648932
"54953","rs45678975",15,39831571,0.679684068768831
"54954","cfw-9-54068131",9,54068131,0.679701091821284
"54955","rs262984130",15,64397906,0.679710235724075
"54956","cfw-8-125652882",8,125652882,0.679720549283919
"54957","rs220196038",9,99302189,0.679758656333151
"54958","rs229401295",6,145958146,0.679777815238378
"54959","cfw-18-78904281",18,78904281,0.679788238855894
"54960","rs239913353",13,24070558,0.679800899739303
"54961","rs51517102",5,25025866,0.67980877762016
"54962","rs48981224",15,102035596,0.679825698467943
"54963","cfw-4-88942699",4,88942699,0.679827213750418
"54964","rs264962424",8,121789280,0.679841646991361
"54965","rs46748784",12,115605217,0.679849290344974
"54966","rs45822760",4,119958545,0.679855403600474
"54967","cfw-15-78926118",15,78926118,0.679910925217286
"54968","rs230971134",10,84050597,0.679921854701787
"54969","rs30420306",14,29950960,0.67993349913229
"54970","cfw-7-122170414",7,122170414,0.679940780340586
"54971","rs29830027",13,23858828,0.679960562764178
"54972","rs237815731",14,121961475,0.679967270357789
"54973","cfw-7-28922545",7,28922545,0.679969880719498
"54974","rs251249928",1,20902050,0.679970097481806
"54975","rs29903412",13,32616129,0.679987055353657
"54976","rs222982975",5,149463938,0.680003682135855
"54977","rs36481765",19,24381814,0.680015832752731
"54978","rs29143727",12,108303180,0.680018588448073
"54979","rs36824478",18,67481611,0.680025095276888
"54980","rs36427109",8,82340995,0.680026524773529
"54981","rs52016958",8,122122942,0.68004250130073
"54982","rs31110414",1,149039121,0.680060609392149
"54983","rs36582446",19,22798528,0.680105659398635
"54984","rs30229859",9,34280164,0.680108892812035
"54985","rs49731692",11,45133053,0.680121632847006
"54986","rs33502745",1,44177188,0.680139788225839
"54987","rs48629457",2,127345763,0.680158972521559
"54988","rs220113973",11,49453034,0.680160732170087
"54989","cfw-17-29306952",17,29306952,0.680197241072605
"54990","rs47645959",13,97003248,0.68020483346071
"54991","rs32892562",4,138255328,0.680237057988294
"54992","rs49715584",7,18607660,0.680240725730071
"54993","rs29458582",11,107784276,0.680260279413565
"54994","rs36777236",19,23862395,0.680288646168012
"54995","rs32982506",7,125430715,0.680299646285177
